crop,farm_area,soil_type,irrigation,season,region,rainfall,temperature,soil_ph,soil_moisture,seed_cost,fertilizer_cost,pesticide_cost,labour_cost,irrigation_cost,machinery_cost,other_cost,previous_yield,farming_experience,yield_per_acre,expected_market_price,total_cost,total_yield,revenue,profit,profit_per_acre
Cotton,5.02,Red,Yes,Rabi,North,242.3,30.8,7.19,27.0,1166.54,2921.64,965.65,6054.46,3254.92,2650.05,951.08,5.22,10,5.72,5446.6,90180.98680000001,28.714399999999998,156395.85104,66214.86424,13190.212
Groundnut,5.45,Sandy,Yes,Kharif,Central,600.4,21.2,7.63,18.7,1158.05,3651.75,2416.9,4785.31,2809.31,2610.5,883.07,12.1,7,10.36,5133.06,99816.1505,56.461999999999996,289822.83372,190006.68322,34863.6116
Tomato,11.95,Sandy,Yes,Zaid,Central,155.9,16.0,7.0,37.3,1118.46,3767.29,2363.53,4814.42,2840.11,1613.71,894.7,69.53,12,65.86,1615.63,208076.029,787.0269999999999,1271544.4320099999,1063468.4030099998,88993.17179999998
Rice,13.62,Clay,Yes,Rabi,North,1662.7,26.0,6.18,51.0,1578.18,3716.53,2302.94,5548.9,2177.75,2627.31,683.83,20.94,11,21.12,2572.81,253814.69280000002,287.6544,740080.116864,486265.42406399996,35702.3072
Maize,7.54,Clay,No,Kharif,West,620.4,32.4,4.0,36.6,1759.1,3084.39,900.59,3770.97,970.93,1716.88,963.41,22.68,5,17.53,1994.16,99273.6758,132.17620000000002,263580.49099200004,164306.81519200004,21791.354800000005
Wheat,4.82,Black,Yes,Zaid,North,560.5,17.7,6.85,28.7,1579.72,3724.24,1979.92,4885.47,2375.42,1072.95,747.82,14.25,9,19.27,2775.05,78881.90280000001,92.8814,257750.52907000002,178868.62627,37109.6735
Maize,5.21,Alluvial,No,Zaid,North-East,1079.7,20.8,5.88,24.2,1193.57,2817.15,1847.19,3578.07,192.06,1248.53,1047.73,16.53,12,15.86,2260.52,62125.602999999996,82.6306,186788.123912,124662.520912,23927.5472
Potato,18.29,Laterite,Yes,Rabi,West,185.0,22.9,5.16,49.9,1042.82,3508.36,801.85,5989.19,2421.48,2201.01,543.05,57.86,12,50.43,1184.62,301926.9304,922.3647,1092651.670914,790724.740514,43232.626599999996
Tomato,15.27,Loamy,Yes,Rabi,North-East,568.8,21.9,5.71,45.2,1278.48,3257.46,1951.0,2487.91,2997.72,2174.0,1390.51,65.57,8,99.31,1353.82,237251.21159999998,1516.4637,2053018.886334,1815767.674734,118910.7842
Tomato,2.33,Loamy,Yes,Kharif,Central,637.6,12.7,5.94,49.9,1536.97,4260.39,1957.64,3723.85,1815.69,2129.51,1062.89,87.18,8,93.42,1636.19,38414.57020000001,217.6686,356147.186634,317732.61643399997,136365.92979999998
Wheat,14.28,Red,Yes,Zaid,North,343.9,13.5,8.47,31.2,962.57,3446.02,1310.23,4709.16,2076.95,2030.76,695.66,14.93,8,11.79,2433.86,217503.67799999999,168.36119999999997,409767.59023199993,192263.91223199994,13463.859399999998
Groundnut,3.11,Alluvial,Yes,Rabi,West,247.7,26.9,5.87,60.5,1623.05,3246.9,1848.4,4192.36,2641.59,2275.26,1031.86,8.05,19,10.05,5739.56,52432.79619999999,31.2555,179392.81758000003,126960.02138000005,40823.15800000002
Cotton,19.29,Clay,Yes,Kharif,South,959.4,33.1,7.83,59.4,1580.09,4352.79,1697.74,4050.72,1935.87,2204.1,1049.48,7.46,2,5.85,7252.34,325437.5391,112.84649999999999,818401.1858099999,492963.64670999994,25555.398999999998
Tomato,4.61,Laterite,No,Rabi,South,882.8,19.5,6.11,22.6,992.26,4461.42,2342.53,5072.73,418.22,1214.88,1080.64,66.57,9,70.76,1582.71,71836.1548,326.20360000000005,516285.6997560001,444449.54495600006,96409.8796
Maize,6.05,Laterite,Yes,Rabi,North-East,966.9,24.9,4.76,73.6,2057.8,4139.38,2502.92,5076.29,2195.41,2302.51,1461.23,20.85,11,23.71,1662.93,119400.01699999998,143.4455,238539.82531500002,119139.80831500005,19692.53030000001
Tomato,7.94,Sandy,Yes,Rabi,East,1022.8,16.1,6.08,54.0,1335.39,5557.69,1393.65,4824.72,2378.31,975.3,744.06,65.24,9,53.34,1420.06,136640.41280000002,423.5196,601423.243176,464782.8303759999,58536.88039999999
Wheat,13.69,Clay,Yes,Kharif,West,706.7,20.8,7.59,48.8,1084.89,3778.08,1865.14,6031.09,2934.15,1699.41,1078.53,12.23,13,16.42,2632.04,252871.9601,224.7898,591655.7451920001,338783.78509200003,24746.806800000002
Cotton,2.04,Black,Yes,Rabi,South,936.6,32.5,6.52,48.6,1825.47,3855.25,2186.92,4704.1,1827.52,2123.16,1009.14,4.46,9,7.06,5602.27,35764.3824,14.4024,80686.13344800001,44921.751048000006,22020.466200000003
Rice,8.82,Clay,No,Kharif,West,1752.7,24.8,6.7,34.2,1485.73,3624.72,1861.82,4250.1,0.0,806.52,527.85,15.61,15,17.17,2197.66,110750.4468,151.4394,332812.311804,222061.865004,25177.082199999997
Groundnut,10.48,Clay,Yes,Rabi,Central,830.8,29.1,5.71,60.1,2201.2,2930.16,2324.97,6040.33,3185.3,1598.09,1366.72,9.65,6,10.07,5693.34,205898.1496,105.5336,600838.666224,394940.51662400004,37685.1638
Groundnut,5.91,Loamy,No,Kharif,West,625.9,21.5,5.35,34.2,1763.76,2967.96,2087.17,4235.74,402.89,2670.05,1021.83,7.04,12,9.5,4623.49,89532.954,56.145,259585.84605,170052.89205,28773.754999999997
Potato,12.18,Sandy,Yes,Kharif,South,574.4,20.7,5.13,36.8,1393.41,2902.27,2805.38,3937.77,2289.61,2808.46,1603.17,65.47,12,91.28,1387.29,216074.0526,1111.7904,1542375.704016,1326301.651416,108891.7612
Rice,5.3,Alluvial,No,Zaid,South,1409.9,28.6,5.62,25.6,1537.26,3326.85,2607.75,5985.51,652.0,1426.22,1126.91,13.68,10,17.34,1703.62,88311.25,91.902,156566.08524,68254.83523999999,12878.270799999998
Cotton,12.73,Laterite,No,Zaid,South,1052.4,35.7,7.93,33.9,733.62,3220.64,1074.53,5056.82,0.0,1840.06,1068.73,4.58,9,3.3,7088.28,165418.712,42.009,297771.55452,132352.84252,10396.924
Cotton,2.16,Sandy,No,Rabi,East,663.2,20.2,7.1,8.8,1264.64,3497.46,2300.1,5758.28,1000.36,2829.88,1322.85,7.26,4,4.82,5712.89,38822.9112,10.411200000000001,59478.04036800001,20655.129168000007,9562.559800000003
Tomato,15.58,Red,Yes,Rabi,Central,925.2,27.3,6.17,59.1,1188.77,3641.71,1799.02,5417.13,2000.22,3691.65,1077.68,75.69,1,68.2,1443.62,293156.0844,1062.556,1533927.0927199998,1240771.0083199998,79638.70399999998
Rice,2.73,Loamy,Yes,Rabi,East,1384.5,25.3,6.82,43.3,1273.13,2875.08,2258.32,3787.95,3260.58,1458.37,1009.02,19.2,10,23.9,2248.33,43468.2885,65.247,146696.78751,103228.49901,37812.637
Potato,10.2,Alluvial,Yes,Rabi,East,226.7,10.2,4.61,38.2,1811.44,3156.32,1655.58,5370.85,2907.07,1709.1,1359.46,67.13,4,51.63,1294.04,183292.164,526.626,681475.1090399999,498182.9450399999,48841.46519999999
Groundnut,3.06,Sandy,Yes,Rabi,South,483.9,22.0,6.4,56.2,1313.05,4466.91,1604.87,6276.96,2250.63,1567.48,1625.33,9.72,6,10.85,5214.44,58462.00380000001,33.201,173124.62243999998,114662.61863999997,37471.44399999999
Sugarcane,18.32,Black,Yes,Rabi,East,1448.9,21.0,7.44,36.3,2538.39,3347.44,1248.85,2980.2,1827.36,2176.83,1239.63,278.92,10,331.55,387.96,281371.384,6073.996,2356467.4881599997,2075096.1041599996,113269.43799999998
Groundnut,16.25,Clay,Yes,Kharif,South,436.8,27.0,6.3,44.6,1778.09,3192.04,2341.15,5473.19,2262.58,2054.75,932.26,11.62,7,11.78,7053.55,293053.47500000003,191.42499999999998,1350225.8087499999,1057172.3337499998,65056.758999999984
Rice,1.79,Sandy,No,Zaid,East,1549.4,35.0,6.19,45.9,1333.86,3879.74,1886.95,4934.31,1909.26,1894.19,613.69,17.19,1,10.37,2188.45,29449.08,18.5623,40622.665434999995,11173.585434999994,6242.226499999996
Tomato,19.66,Loamy,No,Zaid,East,557.3,25.9,6.97,63.3,1653.53,4038.78,1823.71,3814.86,191.53,2560.37,845.22,86.25,8,70.74,1546.86,293484.48000000004,1390.7484,2151293.0700239995,1857808.5900239996,94496.87639999998
Maize,0.95,Sandy,No,Zaid,Central,649.1,36.0,4.0,33.7,1773.31,3734.16,2092.48,4145.75,198.08,1443.0,1081.49,21.69,6,12.1,1906.47,13744.856499999998,11.495,21914.872649999998,8170.0161499999995,8600.017
Wheat,14.85,Black,Yes,Rabi,Central,880.0,23.8,7.06,53.3,1800.18,4150.4,756.83,5950.85,2981.83,1516.62,882.16,15.46,2,15.58,2028.38,267877.2195,231.363,469292.08194,201414.86244,13563.2904
Cotton,16.85,Laterite,Yes,Rabi,North,690.0,30.4,7.29,41.0,2330.44,3340.4,1933.86,3915.7,2832.23,860.77,1128.29,7.65,4,6.59,7064.48,275357.4765,111.04150000000001,784450.4559200001,509092.9794200001,30213.233200000002
Tomato,10.53,Red,No,Kharif,East,232.4,31.4,5.43,25.2,1427.7,2923.53,2121.45,5360.97,343.05,1928.91,848.24,77.24,9,38.17,1324.23,157464.0405,401.9301,532247.896323,374783.85582299996,35592.009099999996
Sugarcane,2.64,Laterite,Yes,Zaid,West,1574.5,21.7,6.8,45.8,2546.02,3015.82,2166.94,2458.84,2717.36,1218.31,862.06,239.73,3,281.16,345.24,39561.324,742.2624000000001,256258.67097600002,216697.34697600003,82082.32840000001
Rice,13.59,Red,Yes,Rabi,North,2150.8,27.7,6.91,43.4,1534.23,3181.85,2171.41,5610.15,3453.66,1295.36,1356.38,14.91,19,13.83,2415.38,252815.31360000002,187.9497,453969.946386,201154.632786,14801.6654
Sugarcane,12.37,Alluvial,No,Rabi,East,950.2,20.7,5.56,28.0,2642.32,3322.6,2102.55,3663.47,755.76,1025.33,1475.69,220.12,6,199.01,363.46,185398.0964,2461.7536999999998,894748.9998019999,709350.9034019999,57344.45459999999
Groundnut,0.56,Loamy,No,Zaid,North,234.7,24.9,4.33,35.5,960.68,3868.96,2102.95,3928.84,116.11,1388.99,1460.96,7.44,13,7.43,6411.78,7743.394400000002,4.1608,26678.134223999998,18934.739823999997,33812.03539999999
Sugarcane,1.54,Black,Yes,Rabi,North,1217.6,30.5,6.11,45.9,3015.5,3400.9,2044.49,5084.18,1990.6,1312.88,551.57,240.42,6,349.46,381.18,26796.1848,538.1684,205139.030712,178342.84591200002,115807.04280000001
Maize,4.28,Sandy,Yes,Zaid,North,587.9,27.8,6.57,35.2,1690.98,5075.97,2431.06,3199.53,1943.77,2288.49,733.72,15.22,5,23.08,1629.97,74315.86560000002,98.7824,161012.348528,86696.48292799998,20256.187599999994
Potato,14.86,Black,Yes,Zaid,North,205.8,21.0,5.87,49.8,1287.55,4515.47,1813.63,4742.19,3321.92,2464.18,1642.28,73.85,8,53.98,1060.05,294038.08919999993,802.1428,850311.4751399999,556273.38594,37434.278999999995
Groundnut,16.37,Red,No,Zaid,East,774.9,21.5,6.07,41.8,1445.88,3534.48,904.44,3583.83,262.41,2558.87,1071.35,12.23,7,8.86,6487.0,218723.8262,145.0382,940862.8034,722138.9772,44113.56
Groundnut,11.31,Laterite,Yes,Rabi,North,399.8,17.2,5.34,62.7,1225.35,3720.2,608.78,2977.97,2178.52,2046.41,1092.87,7.95,11,8.11,6366.69,156644.631,91.72409999999999,583978.9102289999,427334.2792289999,37783.75589999999
Tomato,17.68,Sandy,No,Zaid,North,710.3,24.5,6.27,25.6,1584.51,2557.81,1077.78,6666.94,568.27,2298.12,961.02,69.42,7,65.2,1692.22,277831.476,1152.736,1950682.9139200002,1672851.4379200002,94618.29400000001
Sugarcane,8.19,Black,No,Kharif,Central,1215.0,19.0,7.04,12.7,2400.79,3461.8,1949.14,4981.47,900.87,2681.17,1573.43,346.62,8,232.12,386.88,146999.6073,1901.0628,735483.176064,588483.568764,71853.91560000001
Sugarcane,12.96,Red,Yes,Zaid,East,1255.1,29.8,6.36,46.4,2909.29,3871.97,2070.89,6110.01,1925.84,2551.34,1059.26,220.35,5,320.94,307.48,265661.85599999997,4159.3824,1278926.9003520003,1013265.0443520003,78184.03120000003
Sugarcane,4.51,Clay,Yes,Kharif,West,1064.9,31.1,7.77,38.8,2578.17,3016.19,1792.65,4351.03,2874.37,2181.25,860.64,337.85,6,251.14,359.85,79620.893,1132.6414,407581.00779,327960.11479,72718.429
Rice,1.53,Black,Yes,Kharif,North-East,605.4,38.6,7.37,46.2,1434.63,3177.45,2206.61,4250.97,2527.26,1881.48,1011.93,21.15,11,12.74,1756.54,25230.204899999997,19.4922,34238.828988,9008.624088000004,5887.989600000003
Tomato,1.67,Alluvial,No,Kharif,North,570.8,17.9,5.14,35.4,1404.14,2673.98,1475.5,2473.44,686.42,2155.09,1250.79,81.1,15,70.21,1228.84,20239.3312,117.25069999999998,144082.35018799995,123843.01898799995,74157.49639999997
Maize,5.16,Loamy,No,Kharif,West,586.8,33.7,7.1,25.5,1101.08,3633.81,1349.75,3654.15,1001.19,2572.88,1040.09,17.3,9,16.29,2022.06,74061.22200000001,84.0564,169967.08418399998,95905.86218399997,18586.407399999993
Potato,9.43,Red,Yes,Rabi,North-East,380.8,21.0,5.04,41.1,1741.83,4637.68,2432.93,6263.5,2265.36,2336.44,1027.56,76.96,5,76.11,1264.79,195250.979,717.7173,907761.663867,712510.684867,75557.8669
Maize,7.59,Red,Yes,Zaid,North,431.5,24.2,6.82,36.9,2219.6,3508.65,1624.03,5621.47,2042.51,1172.09,944.78,18.83,6,19.97,1980.48,130040.45670000001,151.57229999999998,300185.90870399994,170145.45200399993,22417.055599999992
Sugarcane,16.2,Sandy,No,Kharif,East,1084.0,26.2,6.83,27.6,1865.82,4908.67,2167.77,5194.12,256.18,2088.39,856.13,316.66,0,242.0,377.82,280860.696,3920.3999999999996,1481205.528,1200344.832,74095.36
Rice,18.83,Clay,Yes,Zaid,Central,948.2,28.6,4.77,51.8,1368.38,3576.84,1977.81,5857.79,2332.62,1641.51,1401.65,17.82,7,19.67,2515.84,341888.77799999993,370.3861,931832.165824,589943.3878240001,31329.972800000007
Sugarcane,18.4,Clay,Yes,Kharif,South,1726.8,32.7,6.71,41.0,3179.85,3956.98,1356.95,5899.82,2135.18,1930.38,1008.39,317.06,5,319.29,413.6,358202.92,5874.936,2429873.5296,2071670.6096,112590.79400000001
Maize,3.54,Loamy,Yes,Zaid,East,420.8,29.5,5.27,52.2,1233.51,3603.15,893.25,5222.9,3562.89,2096.87,1292.6,16.02,7,22.39,1812.91,63384.301799999994,79.2606,143692.334346,80308.032546,22685.8849
Groundnut,12.74,Clay,Yes,Rabi,Central,550.3,23.5,7.46,47.2,1618.01,4614.63,1598.46,3981.67,2063.29,2128.32,1163.43,9.89,6,10.02,5597.01,218717.89940000002,127.6548,714485.192148,495767.292748,38914.2302
Cotton,9.42,Red,Yes,Kharif,North-East,561.5,22.4,6.81,21.4,1609.72,3848.34,2277.84,4135.91,2793.48,2555.41,1101.34,6.26,1,7.59,6178.97,172593.61680000002,71.4978,441782.761266,269189.14446599997,28576.342299999997
Maize,5.25,Alluvial,No,Rabi,Central,663.9,15.6,7.58,51.9,1426.97,2044.27,2567.24,4252.41,278.55,2236.07,945.24,18.05,9,14.95,2035.9,72191.43749999999,78.4875,159792.70125,87601.26375000003,16685.955000000005
Potato,9.74,Sandy,Yes,Kharif,North,240.0,15.6,6.34,45.9,875.29,3344.87,781.87,3632.14,1790.59,1793.63,1136.14,45.95,1,54.02,1336.03,130073.1222,526.1548,702958.5974440001,572885.4752440001,58817.810600000004
Rice,0.59,Alluvial,No,Kharif,South,1608.7,35.0,7.13,19.9,676.59,2330.57,2369.92,4727.56,567.75,1731.0,730.77,15.84,3,13.37,2190.6,7749.154399999999,7.888299999999999,17280.109979999997,9530.955579999998,16154.161999999997
Maize,11.47,Alluvial,No,Zaid,Central,582.8,24.2,4.33,36.5,1422.43,3565.19,1760.75,4774.88,372.99,2608.16,391.95,23.05,18,19.03,2279.64,170861.13450000001,218.27410000000003,497586.369324,326725.23482400004,28485.199200000003
Tomato,7.48,Black,No,Rabi,West,615.2,23.5,8.27,31.2,1034.55,2624.02,1467.97,4082.39,0.0,2501.7,100.0,61.3,15,63.95,1329.74,88343.5124,478.34600000000006,636075.8100400001,547732.2976400001,73226.24300000002
Potato,13.92,Laterite,No,Rabi,Central,309.0,17.7,6.1,31.8,1170.95,2990.2,1787.64,4915.71,965.01,1970.97,1165.71,54.49,14,61.1,1385.28,208329.36479999998,850.5120000000001,1178197.26336,969867.89856,69674.418
Potato,18.43,Red,No,Zaid,West,468.0,28.3,6.46,44.7,880.74,3946.78,2612.85,3242.84,1314.84,1552.26,1134.64,55.09,5,38.55,1204.8,270643.6285,710.4765,855982.0872,585338.4587,31760.089999999997
Maize,2.13,Clay,Yes,Rabi,North-East,690.1,21.4,5.58,50.8,1507.65,3999.4,1363.12,2146.97,2841.11,1221.24,1065.76,24.31,1,23.59,2248.57,30129.3825,50.2467,112983.222219,82853.83971900001,38898.51630000001
Wheat,9.07,Red,Yes,Rabi,North-East,759.4,14.9,5.95,52.8,1336.6,2913.83,1535.32,3800.02,3021.28,3035.31,1150.18,12.46,6,18.01,2283.67,152308.3378,163.35070000000002,373039.09306900005,220730.75526900004,24336.356700000004
Tomato,12.15,Sandy,Yes,Zaid,Central,877.2,26.5,7.19,65.6,1142.17,2297.76,1286.04,3923.79,2068.08,2090.66,1257.91,77.1,3,73.08,1743.85,170906.88150000002,887.922,1548402.7797,1377495.8982000002,113374.14800000002
Sugarcane,9.12,Black,No,Zaid,East,991.3,27.4,5.93,37.7,2601.88,3204.59,2350.35,3810.1,286.62,2433.42,963.77,334.51,11,288.61,361.94,142734.6576,2632.1232,952670.671008,809936.013408,88808.7734
Sugarcane,7.84,Clay,No,Kharif,South,1927.3,29.8,5.98,35.6,2761.78,5385.93,1980.08,4038.38,0.0,1595.57,656.55,332.12,3,225.9,288.0,128719.39360000001,1771.056,510064.128,381344.7344,48640.91
Wheat,4.6,Clay,Yes,Rabi,South,577.3,10.1,7.05,54.0,1255.1,2883.81,1429.47,4024.24,2428.04,1284.14,254.9,15.65,1,13.29,2099.53,62374.61999999999,61.13399999999999,128352.66702,65978.04702,14343.0537
Wheat,13.74,Alluvial,Yes,Zaid,North,50.0,19.4,6.39,32.4,1849.03,2188.43,2287.08,3702.91,2318.81,2783.03,1376.43,16.34,12,13.18,2621.74,226788.5928,181.0932,474779.28616799996,247990.69336799995,18048.813199999997
Maize,11.4,Black,No,Zaid,Central,474.5,26.0,5.88,20.4,1342.83,3207.91,1879.94,4459.32,1050.65,1738.7,1310.03,18.19,7,19.31,1830.64,170878.93200000003,220.134,402986.10576,232107.17375999998,20360.278399999996
Tomato,11.92,Alluvial,Yes,Kharif,East,334.2,18.5,6.41,52.5,1277.19,3864.25,1970.95,4114.91,2283.67,2371.05,798.05,73.0,7,84.94,1515.2,198826.4344,1012.4848,1534116.96896,1335290.53456,112021.01800000001
Maize,5.94,Laterite,No,Rabi,East,916.1,25.9,5.96,32.3,1907.89,2082.41,2104.12,4948.45,144.28,1687.1,778.72,23.89,12,21.39,1866.18,81098.6418,127.05660000000002,237110.48578800005,156011.84398800007,26264.62020000001
Tomato,9.95,Alluvial,No,Kharif,North-East,311.9,22.0,6.47,34.2,1297.63,3799.28,1893.0,5736.84,748.7,1361.57,1615.26,61.18,1,77.34,1663.07,163700.186,769.533,1279787.24631,1116087.06031,112169.55380000002
Sugarcane,10.0,Clay,Yes,Zaid,North-East,1020.7,28.8,7.88,33.3,2611.38,2195.0,2818.1,6584.27,2601.66,1920.05,1098.44,302.64,11,297.98,304.56,198288.99999999997,2979.8,907527.888,709238.888,70923.8888
Cotton,8.08,Alluvial,Yes,Zaid,Central,811.0,24.5,6.25,22.0,2182.47,2621.03,2376.85,3947.16,2386.26,1632.31,759.12,5.58,6,7.7,6349.47,128514.016,62.216,395038.62552,266524.60952,32985.719
Maize,1.5,Clay,No,Rabi,Central,891.6,20.3,7.99,30.3,1590.36,3313.32,1272.77,3394.06,537.88,620.28,1555.17,22.33,2,15.39,1823.5,18425.760000000002,23.085,42095.497500000005,23669.737500000003,15779.825000000003
Wheat,7.15,Black,Yes,Kharif,Central,605.4,12.6,6.22,47.4,1131.23,3619.93,2054.61,3414.63,2874.25,2427.64,1000.36,12.34,4,12.83,2363.86,118136.94750000001,91.73450000000001,216847.51517000003,98710.56767000002,13805.673800000002
Maize,1.23,Red,No,Zaid,South,378.0,27.3,5.78,39.4,2038.1,2836.5,1367.03,4187.75,1291.52,1572.45,1169.26,17.18,17,19.45,2248.55,17789.0103,23.923499999999997,53793.185925,36004.175624999996,29271.687499999996
Cotton,13.51,Black,No,Kharif,West,853.5,31.3,6.38,27.4,1448.3,3826.32,816.08,4523.64,0.0,2451.89,908.28,5.16,11,7.09,6116.86,188795.6301,95.7859,585908.9402739999,397113.3101739999,29394.027399999995
Maize,18.1,Black,Yes,Kharif,North,230.0,33.3,6.46,55.8,1520.82,3746.72,2011.49,3314.08,2709.53,2140.21,1028.48,24.81,0,18.91,2117.28,298131.07300000003,342.271,724683.5428800001,426552.46988000005,23566.4348
Rice,6.4,Loamy,No,Zaid,Central,1345.7,28.8,6.13,16.6,1522.19,4534.17,1615.01,5105.58,0.0,2336.36,1234.13,17.05,0,17.89,2421.57,104623.61600000002,114.49600000000001,277260.07872000005,172636.46272,26974.4473
Sugarcane,5.88,Sandy,Yes,Kharif,East,1611.1,29.4,6.1,42.0,3262.79,3870.19,1279.67,3430.31,1339.01,1419.67,623.91,305.4,4,312.32,345.17,89526.234,1836.4415999999999,633884.547072,544358.3130719999,92577.9444
Tomato,8.85,Alluvial,No,Kharif,North-East,335.7,27.6,5.79,21.2,1166.39,3577.49,2016.51,3502.24,480.66,2171.35,669.41,68.71,15,64.65,1629.46,120218.8425,572.1525,932299.61265,812080.77015,91760.539
Wheat,18.26,Red,Yes,Rabi,South,629.5,28.3,4.46,32.9,1983.51,3243.53,2603.4,6173.95,2912.54,1749.39,591.49,15.0,3,11.76,2055.52,351647.6106000001,214.73760000000001,441397.43155200005,89749.82095199998,4915.105199999998
Wheat,17.28,Black,Yes,Zaid,South,613.5,16.9,6.12,58.3,1230.79,4526.64,1144.41,5777.75,2064.09,1218.65,1111.53,12.56,4,16.45,2314.05,295036.3008,284.25600000000003,657782.5968000002,362746.29600000015,20992.262500000008
Cotton,1.98,Laterite,Yes,Rabi,North,410.9,29.9,7.51,55.3,899.81,2689.89,1514.54,2687.58,2552.64,2239.06,1099.56,7.81,4,6.44,5049.21,27092.498399999997,12.7512,64383.486552,37290.988152000005,18833.832400000003
Sugarcane,17.65,Black,Yes,Rabi,East,1106.3,24.2,6.9,38.1,3081.37,2601.04,1662.07,4861.53,2223.53,1645.55,1464.93,251.28,5,387.56,331.06,309581.35299999994,6840.433999999999,2264594.08004,1955012.72704,110765.59360000001
Sugarcane,9.93,Black,No,Rabi,North,1193.0,28.0,8.45,34.9,2924.28,2465.09,1940.45,4157.92,0.0,1707.65,1121.8,266.86,13,261.36,411.68,142169.6967,2595.3048,1068435.0800639999,926265.3833639999,93279.49479999999
Rice,12.01,Loamy,Yes,Zaid,Central,1447.9,31.4,5.96,64.5,2071.36,2892.0,1824.99,3717.49,2566.86,1125.79,1417.69,22.16,8,22.39,2276.03,187550.32180000003,268.9039,612033.3435170001,424483.02171700005,35344.131700000005
Potato,9.14,Black,No,Zaid,West,604.6,13.3,6.23,35.8,1093.94,2872.88,1887.75,3990.57,601.43,2655.36,1525.83,68.88,5,47.33,1186.78,133697.7264,432.5962,513396.518236,379698.79183599993,41542.53739999999
Groundnut,10.62,Clay,Yes,Zaid,East,783.1,26.4,5.73,47.8,1727.84,3910.98,1271.67,4192.1,2029.88,2505.8,1019.82,10.08,7,10.45,6217.68,176908.9158,110.97899999999998,690031.90872,513122.99292,48316.666000000005
Maize,14.6,Sandy,Yes,Zaid,North,592.3,24.5,6.43,56.4,1603.33,2250.59,1744.02,5658.15,1932.1,2150.49,1217.93,20.58,6,25.42,1794.76,241726.506,371.132,666092.86832,424366.36232,29066.1892
Rice,9.52,Red,No,Kharif,South,1143.3,18.2,6.3,28.8,1465.05,3100.33,1615.42,3842.2,685.87,2926.04,1554.97,16.12,1,14.48,2303.47,144607.65759999998,137.8496,317532.418112,172924.760512,18164.3656
Sugarcane,11.84,Red,Yes,Kharif,North,756.0,33.2,6.42,40.4,1837.29,4402.31,3211.25,3505.96,2720.65,3836.43,491.45,319.76,9,230.67,322.6,236863.2256,2731.1328,881063.44128,644200.21568,54408.802
Wheat,14.35,Red,Yes,Kharif,East,312.0,16.7,6.43,45.6,1893.14,3531.64,1677.13,3059.86,2378.57,3389.09,790.16,14.98,19,17.11,2244.75,239926.1165,245.52849999999998,551150.1003749999,311223.9838749999,21688.082499999993
Cotton,11.39,Sandy,Yes,Rabi,Central,555.6,24.8,7.63,53.7,1062.37,3895.02,1261.42,3778.87,2412.31,2816.22,635.38,6.59,13,7.06,6996.82,180663.51009999998,80.4134,562638.0853879999,381974.57528799993,33535.95919999999
Sugarcane,2.43,Black,No,Zaid,Central,1657.3,18.9,7.34,38.7,2317.25,3156.33,1066.31,5793.53,0.0,1706.45,900.66,238.65,11,220.34,350.97,36305.4879,535.4262,187918.533414,151613.045514,62392.199799999995
Wheat,4.87,Loamy,Yes,Kharif,West,617.5,11.6,5.41,56.5,1494.3,3874.37,2608.68,5993.52,2861.25,1719.25,1060.52,15.77,8,11.82,2534.28,95509.90430000002,57.5634,145881.77335200002,50371.869051999995,10343.299599999998
Potato,13.77,Alluvial,Yes,Zaid,South,695.2,24.5,6.08,38.2,788.17,4514.35,1164.19,4689.38,2687.94,1527.09,946.84,59.27,1,54.38,1011.37,224698.30920000002,748.8126,757326.599262,532628.2900619999,38680.340599999996
Rice,10.9,Laterite,Yes,Rabi,North,1044.7,27.7,6.83,55.4,1172.4,2464.81,2682.02,4516.34,2404.77,2348.25,1273.86,18.22,5,19.17,2040.54,183800.70500000002,208.95300000000003,426376.95462000003,242576.24962000002,22254.701800000003
Groundnut,17.81,Sandy,Yes,Rabi,Central,223.6,11.1,4.99,37.1,1231.34,3771.6,2208.9,5915.59,3179.41,1173.54,1047.96,8.31,8,5.95,6423.4,329989.7354,105.9695,680684.4863,350694.7509,19690.89
Groundnut,12.73,Loamy,No,Kharif,Central,631.5,19.9,6.71,26.8,1850.75,3726.86,2420.79,3045.48,1153.5,2906.73,707.59,12.91,3,8.97,5326.09,201282.94100000002,114.1881,608176.097529,406893.156529,31963.3273
Groundnut,8.72,Black,Yes,Zaid,Central,594.3,20.8,6.92,41.9,1401.5,3371.25,2546.66,5883.75,2837.39,3182.64,852.43,8.3,8,9.14,5394.3,175059.4064,79.70080000000002,429930.0254400001,254870.6190400001,29228.28200000001
Wheat,18.42,Laterite,No,Zaid,East,354.4,22.6,5.42,44.9,1929.34,4447.87,1707.12,4426.88,1444.56,1042.71,562.42,14.87,8,9.81,2578.78,286631.778,180.70020000000002,465986.0617560001,179354.2837560001,9736.931800000006
Sugarcane,9.23,Alluvial,No,Rabi,East,1838.0,19.6,6.08,30.5,2162.79,3125.17,2044.36,3945.2,330.41,1783.41,508.02,237.24,11,242.16,357.3,128291.09280000001,2235.1368,798614.3786400001,670323.2858400001,72624.40800000001
Maize,3.78,Black,No,Zaid,West,645.4,24.5,4.54,17.3,1769.38,3395.61,822.64,3246.58,1167.83,2380.4,513.59,20.86,13,19.66,1964.95,50258.99339999999,74.31479999999999,146024.86625999998,95765.87285999999,25334.887
